,Restaurant Name,Negative Sentiment,Positive Sentiment,Address
7204,Kabab Adda Ghor,18,2,"Dhaka, Bangladesh"
7205,Kabab Cafe,10,10,"Dhaka, Bangladesh"
7206,Kabab Chini,15,5,"Dhaka, Bangladesh"
7207,Kabab E Kabul,18,2,"Dhaka, Bangladesh"
7208,Kabab Expert,9,11,"Dhaka, Bangladesh"
7209,Kabab Factory - Uttara,3,17,"Dhaka, Bangladesh"
7210,Kabab King,11,9,"Dhaka, Bangladesh"
7211,Kabab Kitchen Restaurant,5,15,"Dhaka, Bangladesh"
7212,Kabab Mein Haddi,7,13,"Dhaka, Bangladesh"
7213,Kabab Pora Restaurant,2,18,"Dhaka, Bangladesh"
7214,Kabab Station,15,5,"Dhaka, Bangladesh"
7215,Kabab Station And Rice Bowl,6,14,"Dhaka, Bangladesh"
7216,Kabab World,16,4,"Dhaka, Bangladesh"
7217,Kababia,17,3,"Dhaka, Bangladesh"
7218,Kababiyan,4,16,"Dhaka, Bangladesh"
7219,Kababwala - Basabo,9,11,"Dhaka, Bangladesh"
7220,Kababwala - Rampura,2,18,"Dhaka, Bangladesh"
7221,Kabir's Kitchen,18,2,"Dhaka, Bangladesh"
7222,Kaca Lonka Restora,9,11,"Dhaka, Bangladesh"
7223,Kacchi  Bank Biryani House,16,4,"Dhaka, Bangladesh"
7224,Kacchi Baaz,13,7,"Dhaka, Bangladesh"
7225,Kacchi Bari,5,15,"Dhaka, Bangladesh"
7226,Kacchi Bari - Dhanmondi,4,16,"Dhaka, Bangladesh"
7227,Kacchi Bari - Savar,2,18,"Dhaka, Bangladesh"
7228,Kacchi Bari Kushtia,18,2,"Dhaka, Bangladesh"
7229,Kacchi Bhai,4,16,"Dhaka, Bangladesh"
7230,Kacchi Bhai - Chittagong,15,5,"Dhaka, Bangladesh"
7231,Kacchi Bhai - Wari,11,9,"Dhaka, Bangladesh"
7232,Kacchi Bhai- Kishoreganj,3,17,"Dhaka, Bangladesh"
7233,Kacchi Bhoj & Juice Bar,4,16,"Dhaka, Bangladesh"
7234,Kacchi Bhojpuri,16,4,"Dhaka, Bangladesh"
7235,Kacchi Bilash,12,8,"Dhaka, Bangladesh"
7236,Kacchi Bokhara,15,5,"Dhaka, Bangladesh"
7237,Kacchi Chai,6,14,"Dhaka, Bangladesh"
7238,Kacchi Club,2,18,"Dhaka, Bangladesh"
7239,Kacchi Company,20,0,"Dhaka, Bangladesh"
7240,Kacchi Darbar - Uttara,9,11,"Dhaka, Bangladesh"
7241,Kacchi Dine - Agrabad,11,9,"Dhaka, Bangladesh"
7242,Kacchi Dine - Cox's Bazar,9,11,"Dhaka, Bangladesh"
7243,Kacchi Ghar,11,9,"Dhaka, Bangladesh"
7244,Kacchi Ghor,16,4,"Dhaka, Bangladesh"
7245,Kacchi Ghor & Biryani - 2,4,16,"Dhaka, Bangladesh"
7246,Kacchi Ghor - East Shewrapara,7,13,"Dhaka, Bangladesh"
7247,Kacchi Hari,13,7,"Dhaka, Bangladesh"
7248,Kacchi Hari Multi Cuisine Restaurant & Party Palace,3,17,"Dhaka, Bangladesh"
7249,Kacchi House,20,0,"Dhaka, Bangladesh"
7250,Kacchi Ilish,19,1,"Dhaka, Bangladesh"
7251,Kacchi Junction,10,10,"Dhaka, Bangladesh"
7252,Kacchi Karkhana,15,5,"Dhaka, Bangladesh"
7253,Kacchi Khabo,8,12,"Dhaka, Bangladesh"
7254,Kacchi Khadok,2,18,"Dhaka, Bangladesh"
7255,Kacchi Khana,18,2,"Dhaka, Bangladesh"
7256,Kacchi King,16,4,"Dhaka, Bangladesh"
7257,Kacchi Mahal,19,1,"Dhaka, Bangladesh"
7258,Kacchi Mahal - Mirpur 1,3,17,"Dhaka, Bangladesh"
7259,Kacchi Mahal - Zoo Road,14,6,"Dhaka, Bangladesh"
7260,Kacchi Mama,19,1,"Dhaka, Bangladesh"
7261,Kacchi Mama & Snacks,14,6,"Dhaka, Bangladesh"
7262,Kacchi Mama - Sherpur,1,19,"Dhaka, Bangladesh"
7263,Kacchi Mama Biryani House,18,2,"Dhaka, Bangladesh"
7264,Kacchi Masha Allah,8,12,"Dhaka, Bangladesh"
7265,Kacchi Mastana,3,17,"Dhaka, Bangladesh"
7266,Kacchi Mastana - Kallyanpur,20,0,"Dhaka, Bangladesh"
7267,Kacchi Mohol,10,10,"Dhaka, Bangladesh"
7268,Kacchi Nawab,6,14,"Dhaka, Bangladesh"
7269,Kacchi Station,19,1,"Dhaka, Bangladesh"
7270,Kacchi Town,6,14,"Dhaka, Bangladesh"
7271,Kacchi Voj,10,10,"Dhaka, Bangladesh"
7272,Kacchi Wala - Elephant Road,16,4,"Dhaka, Bangladesh"
7273,Kacchi Wali,19,1,"Dhaka, Bangladesh"
7274,Kacchi Xpress - Uttara,2,18,"Dhaka, Bangladesh"
7275,Kacchi and Burger Express,12,8,"Dhaka, Bangladesh"
7276,Kacchiana,8,12,"Dhaka, Bangladesh"
7277,Kacchir Uttsob,16,4,"Dhaka, Bangladesh"
7278,Kacchis Bhai - New Market,10,10,"Dhaka, Bangladesh"
7279,Kacchiwala Tehari Ghar,2,18,"Dhaka, Bangladesh"
7280,Kacha Lanka Biryani House & Restaurant,12,8,"Dhaka, Bangladesh"
7281,Kacha Lanka Restaurant & Biryani House - Mirpur,10,10,"Mirpur DOHS, Gate Number 1, Near by Zaman Park., 1216 Dhaka"
7409,Kacha Lonka (Coffee House Plus),2,18,"Dhaka, Bangladesh"
7410,Kacha Lonka Restaurant,8,12,"Dhaka, Bangladesh"
7411,Kacha Lonka Restaurant & Cafe - Bogra,18,2,"Dhaka, Bangladesh"
7412,Kacha Morich,5,15,"Dhaka, Bangladesh"
7413,Kacharighor,12,8,"Dhaka, Bangladesh"
7414,Kachchi Khana,17,3,"Dhaka, Bangladesh"
7415,Kadamtali Lacchi House,15,5,"Dhaka, Bangladesh"
7416,Kader Biryani House,3,17,"Dhaka, Bangladesh"
7417,Kader Chotpoti House,7,13,"Dhaka, Bangladesh"
7418,Kader Hotel And Restaurant,18,2,"Dhaka, Bangladesh"
7419,Kadir And Fuchka,18,2,"Dhaka, Bangladesh"
7420,Kafela Hotel,10,10,"Dhaka, Bangladesh"
7421,Kaisa Food,7,13,"Dhaka, Bangladesh"
7422,Kakar Chotpoti & Fuchka,12,8,"Dhaka, Bangladesh"
7423,Kakar chotpoti branch-2,11,9,"Dhaka, Bangladesh"
7424,Kakey's Kitchen,19,1,"Dhaka, Bangladesh"
7425,Kakku Halim,5,15,"Dhaka, Bangladesh"
7426,Kakoli's Kitchen,17,3,"Dhaka, Bangladesh"
7427,Kakon Fuchka House,6,14,"Dhaka, Bangladesh"
7428,Kalai Ghor,17,3,"Dhaka, Bangladesh"
7429,Kalai House,5,15,"Dhaka, Bangladesh"
7430,Kalai Kuthir - Krishi Market,12,8,"Dhaka, Bangladesh"
7431,Kalai Kuthir - Ring Road,19,1,"Dhaka, Bangladesh"
7432,Kalai Ruti-Uttara,6,14,"Dhaka, Bangladesh"
7433,Kalai Zone Faridpur,8,12,"Dhaka, Bangladesh"
7434,Kali Mondir Puri & Chop er Dokan,15,5,"Dhaka, Bangladesh"
7435,Kallyanpur Kacchi Ghor,20,0,"Dhaka, Bangladesh"
7436,Kalpana's Rannaghor,4,16,"Dhaka, Bangladesh"
7437,Kalponar Kacchi,19,1,"Dhaka, Bangladesh"
7438,Kalu Hotel,8,12,"Dhaka, Bangladesh"
7439,Kamal Biryani House,5,15,"Dhaka, Bangladesh"
7440,Kamal Chotpoti,19,1,"Dhaka, Bangladesh"
7441,Kamal Hotel and Restaurant,14,6,"Dhaka, Bangladesh"
7442,Kamal Kabab Ghor,7,13,"Dhaka, Bangladesh"
7443,Kamor Cafe-Dhanmondi,9,11,"Dhaka, Bangladesh"
7444,Kamrangirchar Pure Homemade Food Corner,4,16,"Dhaka, Bangladesh"
7445,Kamrun's Bhorta & Achar click,5,15,"Dhaka, Bangladesh"
7446,Kamrun's Kitchen,10,10,"Dhaka, Bangladesh"
7447,Kamrun's Kitchen - Chandgaon,4,16,"Dhaka, Bangladesh"
7448,Kanchijhuli Belpuri House,10,10,"Dhaka, Bangladesh"
7449,Kanij Food,1,19,"Dhaka, Bangladesh"
7450,Kaniz Kitchen,15,5,"Dhaka, Bangladesh"
7451,Kaniz's Kitchen,15,5,"Dhaka, Bangladesh"
7452,Kapara Kafe,6,14,"House-88,Road-13/A,Block D,Banani,Dhaka-1213, 1213 Dhaka"
7467,Karagar,4,16,"Dhaka, Bangladesh"
7468,Karima Kacchi Bari,11,9,"Dhaka, Bangladesh"
7469,Karunamoiee Hotel & Restaurant,6,14,"Dhaka, Bangladesh"
7470,Kasem Chotpoti and Fuchka,12,8,"Dhaka, Bangladesh"
7471,Kasfiya's Dessert Zone,13,7,"Dhaka, Bangladesh"
7472,Kashbon Restora,10,10,"Dhaka, Bangladesh"
7473,Kashbon Snacks & Fast Food,6,14,"Dhaka, Bangladesh"
7474,Kashem Bhai's Special Chotpoti & Fuchka,14,6,"Dhaka, Bangladesh"
7475,Kashem Foodology,10,10,"Dhaka, Bangladesh"
7476,Kashem Hotel,5,15,"Dhaka, Bangladesh"
7477,Kashful Fast Food - Faridpur,20,0,"Dhaka, Bangladesh"
7478,Kashful Hotel & Restaurant,9,11,"Dhaka, Bangladesh"
7479,Kashful Restora,1,19,"Dhaka, Bangladesh"
7480,Kashful Snacks & Biryani House,15,5,"Dhaka, Bangladesh"
7481,Kashmeri Biryani House,9,11,"Dhaka, Bangladesh"
7482,Kashmir Biryani House,11,9,"Dhaka, Bangladesh"
7483,Kashmiri Biriyani & Kabab House,4,16,"Dhaka, Bangladesh"
7484,Kashmiri Biriyani House,5,15,"Dhaka, Bangladesh"
7485,Kashmiri Biryani & Restora,2,18,"Dhaka, Bangladesh"
7486,Kashmiri Biryani And Kacchi House- Amberkhana,6,14,"Dhaka, Bangladesh"
7487,Kashmiri Biryani House,8,12,"Dhaka, Bangladesh"
7488,Kashmiri Biryani House - Jhenaidah,14,6,"Dhaka, Bangladesh"
7489,Kashmiri Biryani and Kabab,9,11,"Dhaka, Bangladesh"
7490,Kashmiri Kitchen & Restaurant,5,15,"Dhaka, Bangladesh"
7491,Kasturi Biryani House,3,17,"Dhaka, Bangladesh"
7492,Kasturi Kacchi,8,12,"Dhaka, Bangladesh"
7493,Kastury Orchid,11,9,"Dhaka, Bangladesh"
7494,Katapis Aponghor,3,17,"Dhaka, Bangladesh"
7495,Kath Berali,9,11,"Dhaka, Bangladesh"
7496,Kathbadam - Mirpur 2,5,15,"Dhaka, Bangladesh"
7497,Kather Chula Hotel & Restaurant,20,0,"Dhaka, Bangladesh"
7498,Kauban,18,2,"Dhaka, Bangladesh"
7499,Kavan,11,9,"Dhaka, Bangladesh"
7500,Kavan Signature,12,8,"Dhaka, Bangladesh"
7501,Kavazo - Banani,6,14,"Dhaka, Bangladesh"
7502,Kaveya Fastfood & Restaurant - Shop 1,6,14,"Dhaka, Bangladesh"
7503,Kaveya Food Express,18,2,"Dhaka, Bangladesh"
7504,Kaveya Food Express 2,7,13,"Dhaka, Bangladesh"
7505,Kawsar Juice Point - Kafrul,5,15,"Dhaka, Bangladesh"
7506,Kayi Cafe & Restaurant,10,10,"Dhaka, Bangladesh"
7507,Kazba Cafe & Multi Cuisine Restaurant,7,13,"Dhaka, Bangladesh"
7508,Kazi Farm's Kitchen - Narsingdi,20,0,"Dhaka, Bangladesh"
7509,"Kazi Farms Kitchen (Shibbari, Khulna)",5,15,"Dhaka, Bangladesh"
7510,Kazi Farms Kitchen - Agrabad,4,16,"Dhaka, Bangladesh"
7511,Kazi Farms Kitchen - Alekanda Barisal,15,5,"Dhaka, Bangladesh"
7512,Kazi Farms Kitchen - Bagerhat,12,8,"Dhaka, Bangladesh"
7513,Kazi Farms Kitchen - Brahmanbaria,15,5,"Dhaka, Bangladesh"
7514,"Kazi Farms Kitchen - Collage road, Noakhali",3,17,"Dhaka, Bangladesh"
7515,Kazi Farms Kitchen - Dinajpur,11,9,"Dhaka, Bangladesh"
7516,Kazi Farms Kitchen - Dorga Gate,16,4,"Dhaka, Bangladesh"
7517,Kazi Farms Kitchen - Gopalganj,1,19,"Dhaka, Bangladesh"
7518,Kazi Farms Kitchen - Jamalpur,7,13,"Dhaka, Bangladesh"
7519,Kazi Farms Kitchen - Kushtia,10,10,"Dhaka, Bangladesh"
7520,Kazi Farms Kitchen - Mymensingh,14,6,"Dhaka, Bangladesh"
7521,Kazi Farms Kitchen - Pirojpur,17,3,"Dhaka, Bangladesh"
7522,Kazi Farms Kitchen - Rajshahi,6,14,"Dhaka, Bangladesh"
7523,Kazi Farms Kitchen - Rangpur,9,11,"Dhaka, Bangladesh"
7524,Kazi Farms Kitchen - Saidpur,5,15,"Dhaka, Bangladesh"
7525,Kazi Farms Kitchen - Satkhira,9,11,"Dhaka, Bangladesh"
7526,Kazi Farms Kitchen - Savar,18,2,"Dhaka, Bangladesh"
7527,Kazi Farms Kitchen - Sherpur,8,12,"Dhaka, Bangladesh"
7528,Kazi Farms Kitchen - Sirajganj,14,6,"Dhaka, Bangladesh"
7529,Kazi Farms Kitchen - Tongi Pilot School,15,5,"Dhaka, Bangladesh"
7530,Kazi Farms Kitchen Bokshibazar,3,17,"Dhaka, Bangladesh"
7531,Kazi Farms Kitchen-Sreemangal,17,3,"Dhaka, Bangladesh"
7532,Kazi Food Hall,8,12,"Dhaka, Bangladesh"
7533,Kazi Hotel & Restaurant,13,7,"Dhaka, Bangladesh"
7534,Kazi Kacchi Ghor - Mirpur,3,17,"Dhaka, Bangladesh"
7535,Kazi Restaurant,10,10,"Dhaka, Bangladesh"
7536,Kazi Restaurant & Dairy,19,1,"Dhaka, Bangladesh"
7537,Kazi Restaurant (Panda Go),18,2,"Dhaka, Bangladesh"
7538,Kazi's Rasoi,15,5,"Dhaka, Bangladesh"
7539,Kazifarms Kitchen - Azimpur,5,15,"Dhaka, Bangladesh"
7540,Kazuko Bistro,18,2,"Dhaka, Bangladesh"
7541,Kebab Bari,20,0,"Dhaka, Bangladesh"
7542,Kebab Dine,5,15,"Dhaka, Bangladesh"
7543,Kebab E Ishq,4,16,"Dhaka, Bangladesh"
7544,Kebab Garden,16,4,"Dhaka, Bangladesh"
7545,Kebab Ghar,6,14,"Dhaka, Bangladesh"
7546,Kebab House - Khilgaon,5,15,"Dhaka, Bangladesh"
7547,Kebab King,7,13,"Dhaka, Bangladesh"
7548,Kebab Paradise,8,12,"Dhaka, Bangladesh"
7549,Kebab Vault,14,6,"Dhaka, Bangladesh"
7550,Kebab er Adda Restaurant,15,5,"Dhaka, Bangladesh"
7551,Kebabish - Dhanmondi,14,6,"Dhaka, Bangladesh"
7552,Kebabwala,20,0,"Dhaka, Bangladesh"
7553,Kempap,20,0,"Dhaka, Bangladesh"
7554,Ketly Cafe,5,15,"Dhaka, Bangladesh"
7555,Kettle,12,8,"Dhaka, Bangladesh"
7556,Kettle Cafe,11,9,"Dhaka, Bangladesh"
7557,Key Kitchen,19,1,"Dhaka, Bangladesh"
7558,Keya Food Express,11,9,"Dhaka, Bangladesh"
7559,Keya's Kitchen,1,19,"Dhaka, Bangladesh"
7560,Keyaar Rannabanna,4,16,"Dhaka, Bangladesh"
7561,Khaan Daan Dine,15,5,"Dhaka, Bangladesh"
7562,Khaba Canteen,8,12,"Dhaka, Bangladesh"
7563,Khabar Ashce,3,17,"Dhaka, Bangladesh"
7564,Khabar Bari,13,7,"Dhaka, Bangladesh"
7565,Khabar Bari - Kamrangirchor,14,6,"Dhaka, Bangladesh"
7566,Khabar Bari Restaurant,13,7,"Dhaka, Bangladesh"
7567,Khabar Bari-Jhenaidah,4,16,"Dhaka, Bangladesh"
7568,Khabar Bilash Restora,5,15,"Dhaka, Bangladesh"
7569,Khabar Chai,1,19,"Dhaka, Bangladesh"
7570,Khabar Dabar Pitha Ghor,1,19,"Dhaka, Bangladesh"
7571,Khabar Ferrywala,16,4,"Dhaka, Bangladesh"
7572,Khabar Ghor,10,10,"Dhaka, Bangladesh"
7573,Khabar Ghor Hotel & Restaurant,16,4,"Dhaka, Bangladesh"
7574,Khabar Ghor Hotel-Sheroil,19,1,"Dhaka, Bangladesh"
7575,Khabar Ghor Restora,6,14,"Godhuli Market, Shiroil Bus Terminal, 6000 Rajshahi"
7593,Khabar Hut Hotel & Restaurant,6,14,"Dhaka, Bangladesh"
7594,Khabar Kanon,20,0,"Dhaka, Bangladesh"
7595,Khabar Wola,1,19,"Dhaka, Bangladesh"
7596,Khabarer Adda,14,6,"Dhaka, Bangladesh"
7597,Khabaz - Panda Go,6,14,"Dhaka, Bangladesh"
7598,Khaben Naki,5,15,"Dhaka, Bangladesh"
7599,Khaboi Khabo Restaurant - Mogbazar,1,19,"Dhaka, Bangladesh"
7600,Khaboo Food,1,19,"Dhaka, Bangladesh"
7601,Khabooz,14,6,"Dhaka, Bangladesh"
7602,Khaddo Bidya,5,15,"Dhaka, Bangladesh"
7603,Khadem Hotel,14,6,"Dhaka, Bangladesh"
7604,Khadiza Fast Food & Chinese,16,4,"Dhaka, Bangladesh"
7605,Khadiza Rannaghar,1,19,"Dhaka, Bangladesh"
7606,Khadiza's Kitchen,2,18,"Dhaka, Bangladesh"
7607,Khadizaâ€™s Fresh Food,3,17,"Dhaka, Bangladesh"
7608,Khadok,19,1,"Dhaka, Bangladesh"
7609,Khadok Bhai,1,19,"Dhaka, Bangladesh"
7610,Khadok Dot Com,9,11,"Dhaka, Bangladesh"
7611,Khadok House,6,14,"Dhaka, Bangladesh"
7612,Khadon,17,3,"Dhaka, Bangladesh"
7613,Khadyaloy,1,19,"Dhaka, Bangladesh"
7614,Khai Dai,16,4,"Dhaka, Bangladesh"
7615,Khai Khai Burger,1,19,"Dhaka, Bangladesh"
7616,Khai-Dai,15,5,"Dhaka, Bangladesh"
7617,Khaidai Kitchen,12,8,"Dhaka, Bangladesh"
7618,Khaja Cake and Sweets,3,17,"Dhaka, Bangladesh"
7619,Khaja Khan Jahan Ali Hotel & Biryani House,11,9,"Dhaka, Bangladesh"
7620,Khaja Maloncho,8,12,"Dhaka, Bangladesh"
7621,Khajana,8,12,"Dhaka, Bangladesh"
7622,Khaleda Rannaghar,18,2,"Dhaka, Bangladesh"
7623,Khaleda's Food Corner,10,10,"Dhaka, Bangladesh"
7624,Khalishpur Bhorta Bari,5,15,"Dhaka, Bangladesh"
7625,Khalishpur Food Corner ( KFC ),14,6,"Dhaka, Bangladesh"
7626,Khalishpur Fuchka House,9,11,"Dhaka, Bangladesh"
7627,Khalishpur Kitchen,12,8,"Dhaka, Bangladesh"
7628,Khan Catering,6,14,"Dhaka, Bangladesh"
7629,Khan Cha & Kebab Ghor,12,8,"Dhaka, Bangladesh"
7630,Khan Food,20,0,"Dhaka, Bangladesh"
7631,Khan Food Heaven,14,6,"Dhaka, Bangladesh"
7632,Khan Hotel & Restaurant,12,8,"Dhaka, Bangladesh"
7633,Khan Pitha Ghar & Fast Food,7,13,"Dhaka, Bangladesh"
7634,Khan Pitha House,13,7,"Dhaka, Bangladesh"
7635,Khan Restora,16,4,"Dhaka, Bangladesh"
7636,Khan Shah Fast Food & Juice Corner,14,6,"Dhaka, Bangladesh"
7637,Khan Shaheb Biryani House,9,11,"Dhaka, Bangladesh"
7638,Khan Shaheb er Biryani - Kodomtola,6,14,"Dhaka, Bangladesh"
7639,Khan Shaheber Biriyani,4,16,"Dhaka, Bangladesh"
7640,Khan'er Achar,15,5,"Dhaka, Bangladesh"
7641,Khan's Cuisine- Mirpur,1,19,"Dhaka, Bangladesh"
7642,Khan's Kitchen,14,6,"Dhaka, Bangladesh"
7643,Khan's Spice Kitchen,14,6,"Dhaka, Bangladesh"
7644,Khana Ghat - Chittagong,1,19,"Dhaka, Bangladesh"
7645,Khana House Hotel,17,3,"Dhaka, Bangladesh"
7646,Khana Khajana,10,10,"Dhaka, Bangladesh"
7647,Khana Khazana Restaurant,18,2,"Dhaka, Bangladesh"
7648,Khana Khor - pandago,6,14,"Dhaka, Bangladesh"
7649,Khana Pina,7,13,"Dhaka, Bangladesh"
7650,Khana Pina Kitchen,20,0,"Dhaka, Bangladesh"
7651,Khana Wali,15,5,"Dhaka, Bangladesh"
7652,Khana's - Baily Road (Engaze AI) - pandago,18,2,"Dhaka, Bangladesh"
7653,Khana's - Banani (Engaze AI) - pandago,19,1,"Dhaka, Bangladesh"
7654,Khana's - Dhanmondi (Engaze AI) - pandago,4,16,"Dhaka, Bangladesh"
7655,Khana's - Khilgaon,16,4,"Dhaka, Bangladesh"
7656,Khana's - Khilgaon (Engaze AI) - pandago,2,18,"Dhaka, Bangladesh"
7657,Khana's - Mirpur (Engaze AI) - pandago,10,10,"Dhaka, Bangladesh"
7658,Khana's - Mirpur 12 (Engaze AI) - pandago,16,4,"Dhaka, Bangladesh"
7659,Khana's - Mohammadpur (Engaze AI) - pandago,3,17,"Dhaka, Bangladesh"
7660,Khana's - Rampura (Engaze AI) - pandago,11,9,"Dhaka, Bangladesh"
7661,Khana's - Shyamoli (Engaze AI) - pandago,13,7,"Dhaka, Bangladesh"
7662,Khana's - Uttara (Engaze AI) - pandago,5,15,"Dhaka, Bangladesh"
7663,Khana's - Uttara Flagship (Engaze AI) - pandago,19,1,"Dhaka, Bangladesh"
7664,Khana's - Wari (Engaze AI) - pandago,5,15,"Dhaka, Bangladesh"
7665,Khana's Basundhara (Engaze AI) - pandago,5,15,"Dhaka, Bangladesh"
7666,Khana-Pina (Homemade Food),10,10,"Dhaka, Bangladesh"
7667,Khanapina,16,4,"Dhaka, Bangladesh"
7668,Khanapina Restaurant,1,19,"Opposite of Eastern Yakub Plaza, Dhaka - Comilla - Chittagong Bypass Rd, Cumilla 3500, 3500 Comilla"
7733,Khanapina Restaurant & Party Center,5,15,"Dhaka, Bangladesh"
7734,Khandaan's Kitchen,18,2,"8/20 Salimullah Road.Mohammadpur.Dhaka-1207 1216 Dhaka, Dhaka Division, Bangladesh"
7735,Khandakar Biryani House,10,10,"Dhaka, Bangladesh"
7736,Khandani Burger Home,9,11,"Dhaka, Bangladesh"
7737,Khandani Kacchi,1,19,"Dhaka, Bangladesh"
7738,Khandani Restaurant - Banasree,6,14,"Dhaka, Bangladesh"
7739,Khanewala,14,6,"Dhaka, Bangladesh"
7740,Khany Kitchen,8,12,"Dhaka, Bangladesh"
7741,Khanâ€“E-Wala,8,12,"Dhaka, Bangladesh"
7742,Khaon,14,6,"Dhaka, Bangladesh"
7743,Khaosan Calling,19,1,"Dhaka, Bangladesh"
7744,Khasab Cafe & Restaurant,16,4,"Dhaka, Bangladesh"
7745,Khatir,3,17,"Dhaka, Bangladesh"
7746,Khatir 2.0,9,11,"Dhaka, Bangladesh"
7747,Khatir Biryani,4,16,"Dhaka, Bangladesh"
7748,Khatta Mitha Fuchka Chotpoti,17,3,"Dhaka, Bangladesh"
7749,Khawn,12,8,"Dhaka, Bangladesh"
7750,Khawon,18,2,"Dhaka, Bangladesh"
7751,Khaza Biriyani House,18,2,"Dhaka, Bangladesh"
7752,Khaza Biriyani House - 2,6,14,"Dhaka, Bangladesh"
7753,Khaza Biryani House,1,19,"Dhaka, Bangladesh"
7754,Khaza Hotel,12,8,"Dhaka, Bangladesh"
7755,Khaza Lassi & Mattha,5,15,"Dhaka, Bangladesh"
7756,Khazana,6,14,"Dhaka, Bangladesh"
7757,Khazana Mithai Cafe,6,14,"Dhaka, Bangladesh"
7758,Khazana Mithai- Gulshan 2,20,0,"Dhaka, Bangladesh"
7759,Kheer Sweets & Bread,3,17,"Dhaka, Bangladesh"
7760,Kheye De,2,18,"Dhaka, Bangladesh"
7761,Khichuri & Bhorta Bilash - Mirpur,7,13,"Dhaka, Bangladesh"
7762,Khichuri Bari,5,15,"Dhaka, Bangladesh"
7763,Khichuri Bazz,5,15,"Dhaka, Bangladesh"
7764,Khichuri Express-Barisal,20,0,"Dhaka, Bangladesh"
7765,Khichuri Ghor-Feni,11,9,"Dhaka, Bangladesh"
7766,Khichuri Kings,3,17,"Dhaka, Bangladesh"
7767,Khichuri Mahal,16,4,"Dhaka, Bangladesh"
7768,Khichuri-Biriyani Cooking House,5,15,"Dhaka, Bangladesh"
7769,Khilgaon Pitha Ghor,14,6,"Dhaka, Bangladesh"
7770,Khokan Hotel & Restaurant- Mirpur,10,10,"Dhaka, Bangladesh"
7771,Khokon Chotpoti House,7,13,"Dhaka, Bangladesh"
7772,Khondokar Biryani,20,0,"Dhaka, Bangladesh"
7773,Khow Best Juice Bar,20,0,"Dhaka, Bangladesh"
7774,Khubzun,16,4,"Dhaka, Bangladesh"
7775,Khuda Catering,8,12,"Dhaka, Bangladesh"
7776,Khuda Lagche Restaurant,20,0,"Dhaka, Bangladesh"
7777,Khuda Lagse,4,16,"Dhaka, Bangladesh"
7778,Khuda Lagse Restaurant & Party Center,9,11,"Dhaka, Bangladesh"
7779,Khudalagse Kitchen,19,1,"Dhaka, Bangladesh"
7780,Khudar Raja-1,12,8,"Dhaka, Bangladesh"
7781,Khuki's Roshoy Ghor,11,9,"Dhaka, Bangladesh"
7782,Khulna Biryani House-2,19,1,"Dhaka, Bangladesh"
7783,Khulna Biryani Mahal,10,10,"Dhaka, Bangladesh"
7784,Khulna Grand Darbar Restaurant & Party Center,10,10,"Dhaka, Bangladesh"
7785,Khulna Kitchen - Banasree,12,8,"Dhaka, Bangladesh"
7786,Khulnar Chuijhal Homemade Kitchen,17,3,"Dhaka, Bangladesh"
7787,Khulnar Roshuighor,20,0,"Dhaka, Bangladesh"
7788,Khusbu's Kitchen,14,6,"Dhaka, Bangladesh"
7789,Khushbo Kacchi Biryani Ghor - Shewrapara,3,17,"Dhaka, Bangladesh"
7790,Khushbu,13,7,"Dhaka, Bangladesh"
7791,Khushbu Biriyani House,18,2,"Dhaka, Bangladesh"
7792,Khushbu Food Valley,6,14,"Dhaka, Bangladesh"
7793,Khushbu Foods,20,0,"Dhaka, Bangladesh"
7794,Khushbudar,6,14,"Dhaka, Bangladesh"
7795,Khushi Fuchka & Chotpoti,12,8,"Dhaka, Bangladesh"
7796,Ki Haiben?,5,15,"Dhaka, Bangladesh"
7797,Ki Moja,7,13,"Dhaka, Bangladesh"
7798,Kichukkhon Adda - Sylhet,18,2,"Dhaka, Bangladesh"
7799,Kickshaw,9,11,"Dhaka, Bangladesh"
7800,Kiddie Garden,2,18,"Dhaka, Bangladesh"
7801,Kids Land Kitchen,19,1,"Dhaka, Bangladesh"
7802,Kiki's Artisan Bites-Homemade,15,5,"Dhaka, Bangladesh"
7803,Kimchi House,19,1,"Dhaka, Bangladesh"
7804,Kimchi Season,15,5,"Dhaka, Bangladesh"
7805,Kindred Cafe and Bakery - Banani,5,15,"Dhaka, Bangladesh"
7806,King & Queen Burger,13,7,"Dhaka, Bangladesh"
7807,King Burger,2,18,"Dhaka, Bangladesh"
7808,King Cafe & Kebab House,14,6,"Dhaka, Bangladesh"
7809,King Co,18,2,"Dhaka, Bangladesh"
7810,King Coffee,18,2,"Dhaka, Bangladesh"
7811,King Hut Chotpoti & Fuchka - Rikabibazar,1,19,"Dhaka, Bangladesh"
7812,King Hut Chotpoti & Fuchka - Sheikhghat,3,17,"Dhaka, Bangladesh"
7813,King Kebab Hotel & Restaurant,4,16,"Dhaka, Bangladesh"
7814,King of Burger & Sandwich,9,11,"Dhaka, Bangladesh"
7815,King's Dine,11,9,"House-16 ,Block-A ,Avenue-1 Sec-2 Mirpur, Dhaka, 1216 Dhaka"
7819,King's Dining Restaurant,8,12,"Dhaka, Bangladesh"
7820,King's Fish,19,1,"Dhaka, Bangladesh"
7821,King's Kabab And Restaurant - Niketon,2,18,"Dhaka, Bangladesh"
